City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Port Hardy,5,CA,1603347303,75,50.7,-127.42,42.8,9.17
Arshan',100,RU,1603347326,45,46.27,44.22,46.4,4.47
Opuwo,0,NA,1603347326,50,-18.06,13.84,65.17,2.95
Talnakh,40,RU,1603347326,85,69.49,88.4,12.2,6.71
Kushiro,75,JP,1603347327,87,42.98,144.37,59.0,17.22
Tecpan,20,GT,1603347327,88,14.76,-90.99,66.0,6.93
Lincoln,90,US,1603347305,93,40.8,-96.67,46.4,9.17
Beyneu,100,KZ,1603347328,51,45.32,55.2,48.7,9.24
Paamiut,3,GL,1603347329,86,61.99,-49.67,31.42,20.62
Uyutnoye,60,UA,1603347329,67,45.2,33.3,62.37,10.63
Poum,0,NC,1603347329,76,-20.23,164.02,77.07,10.07
Tezu,5,IN,1603347330,43,27.92,96.17,88.38,3.56
Palana,76,RU,1603347330,98,59.12,159.97,33.96,6.82
Sola,71,VU,1603347330,77,-13.88,167.55,80.8,10.16
Mpophomeni,74,ZA,1603347331,85,-29.57,30.19,66.0,1.54
Verāval,0,IN,1603347331,60,20.9,70.37,87.28,6.44
Lorengau,89,PG,1603347331,75,-2.02,147.27,83.21,2.44
Horsham,20,GB,1603347332,87,51.06,-0.33,55.99,6.93
Province of Mantua,48,IT,1603347332,100,45.17,10.78,48.0,1.12
Sirte,9,LY,1603347254,58,31.21,16.59,68.45,4.14
Le François,10,MQ,1603347333,88,14.62,-60.9,77.0,4.7
Noumea,90,NC,1603347333,58,-22.28,166.46,84.2,8.05
College,90,US,1603347333,85,64.86,-147.8,24.8,6.93
Zeya,97,RU,1603347333,91,53.75,127.27,30.43,6.78
Kununurra,40,AU,1603347334,44,-15.77,128.73,96.8,6.93
Moerai,76,PF,1603347334,88,-22.43,-151.33,74.21,18.23
Port Macquarie,86,AU,1603347312,71,-31.43,152.92,71.01,11.23
Port-Gentil,75,GA,1603347335,88,-0.72,8.78,78.8,6.93
Saint Stephen,19,GB,1603347335,100,50.33,-4.9,51.01,3.36
Morón,100,AR,1603347335,97,-34.65,-58.62,57.0,7.0
Cabo San Lucas,0,MX,1603347335,71,22.89,-109.91,81.0,9.78
Santa Fe,90,AR,1603347336,83,-31.63,-60.7,66.99,5.01
Ocean City,1,US,1603347251,93,39.28,-74.57,64.99,5.57
Zhangaözen,100,KZ,1603347336,51,43.3,52.8,51.15,7.38
Samarinda,57,ID,1603347336,53,-0.5,117.15,91.89,4.97
North Bend,1,US,1603347117,81,43.41,-124.22,48.2,5.82
Bānkura,88,IN,1603347337,66,23.25,87.07,86.61,12.06
Ondjiva,46,AO,1603347337,30,-17.07,15.73,68.27,8.39
Iwakuni,90,JP,1603347337,88,34.15,132.18,66.2,6.93
Sampit,85,ID,1603347338,52,-2.53,112.95,93.7,2.98
Tiarei,75,PF,1603347338,74,-17.53,-149.33,78.8,5.82
Chokwé,97,MZ,1603347338,73,-24.53,32.98,70.63,9.48
Denpasar,20,ID,1603347082,66,-8.65,115.22,86.0,12.75
Aksu,0,CN,1603347339,24,41.12,80.26,64.11,0.94
Caravelas,99,BR,1603347216,85,-17.71,-39.25,74.08,4.05
Yulara,47,AU,1603347339,11,-25.24,130.99,100.4,28.86
Malé,90,MV,1603347289,94,4.17,73.51,78.8,16.11
Lamesa,75,US,1603347340,77,32.74,-101.95,64.99,11.41
Xifeng,58,CN,1603347340,59,42.74,124.72,42.89,8.81
Taoudenni,4,ML,1603347341,21,22.68,-3.98,72.93,2.01
Vestmannaeyjar,100,IS,1603347341,92,63.44,-20.27,41.68,42.08
Iranshahr,0,IR,1603347341,6,27.2,60.68,75.2,4.7
Riyadh,0,SA,1603347333,30,24.69,46.72,68.0,3.36
Tres Arroyos,88,AR,1603347342,78,-38.37,-60.28,47.82,11.32
Marondera,0,ZW,1603347343,65,-18.19,31.55,64.42,10.98
Dalbandin,0,PK,1603347344,15,28.89,64.41,74.88,2.1
Castro,41,BR,1603347155,95,-24.79,-50.01,57.13,8.95
Manuk Mangkaw,24,PH,1603347344,76,4.8,119.85,84.22,16.04
Arrondissement d'Ajaccio,80,FR,1603347344,76,42.0,8.92,51.8,9.17
Chicama,35,PE,1603347345,82,-7.84,-79.15,63.88,5.3
Fort Nelson,90,CA,1603347345,57,58.81,-122.7,23.0,4.7
Puerto Cabello,49,VE,1603347345,72,10.47,-68.01,82.0,5.61
Margate,1,GB,1603347346,88,51.38,1.39,55.0,4.0
Vytegra,99,RU,1603347346,93,61.01,36.45,32.81,10.92
Anadyr,27,RU,1603347346,80,64.75,177.48,39.2,8.95
San Policarpo,59,PH,1603347346,70,12.18,125.51,86.68,10.45
Kiryat Gat,1,IL,1603347262,66,31.61,34.76,75.0,6.13
Healdsburg,1,US,1603347347,71,38.61,-122.87,66.99,2.86
Provideniya,75,RU,1603347131,80,64.38,-173.3,41.0,6.71
Rio Piracicaba,64,BR,1603347347,93,-19.93,-43.17,65.53,2.33
Pavlohrad,100,UA,1603347348,87,48.52,35.87,51.01,4.47
Ābyek,0,IR,1603347348,76,36.07,50.55,53.6,6.93
Le Port,40,RE,1603347348,58,-20.94,55.29,82.4,25.28
Asău,100,RO,1603347349,93,46.43,26.4,41.0,1.12
Lusambo,9,CD,1603347349,82,-4.97,23.45,74.93,1.43
Mehamn,0,NO,1603347288,92,71.04,27.85,21.2,3.36
Toribío,75,CO,1603347350,88,2.95,-76.27,68.0,4.76
Zlobin,75,HR,1603347351,100,45.29,14.65,54.0,5.82
Goryachegorsk,100,RU,1603347351,45,55.41,88.92,51.6,15.17
Semey,75,KZ,1603347352,53,50.41,80.23,51.8,22.37
Creel,0,MX,1603347352,65,27.75,-107.63,49.33,1.81
Vanimo,99,PG,1603347082,64,-2.67,141.3,82.47,5.75
Sivaki,92,RU,1603347352,90,52.63,126.75,30.47,13.22
Alta Floresta,95,BR,1603347352,88,-9.88,-56.09,74.08,2.17
Sakaiminato,75,JP,1603347353,82,35.55,133.23,66.2,3.36
Aripuanã,71,BR,1603347353,87,-9.17,-60.63,74.3,2.1
Tura,50,IN,1603347353,92,25.52,90.22,78.13,3.85
Port-Cartier,90,CA,1603347354,100,50.03,-66.87,37.4,8.05
Shimoda,75,JP,1603347354,73,34.67,138.95,69.8,11.41
Zielona Góra,33,PL,1603347354,76,51.94,15.51,55.0,5.82
Vulcăneşti,60,MD,1603347354,59,45.68,28.4,52.7,11.14
Cidreira,100,BR,1603347355,88,-30.18,-50.21,65.26,17.27
Killybegs,98,IE,1603347355,91,54.63,-8.45,43.0,1.01
Araouane,0,ML,1603347356,18,18.9,-3.53,83.03,7.74
Cabedelo,75,BR,1603347356,100,-6.98,-34.83,75.2,8.05
Les Cayes,91,HT,1603347356,80,18.2,-73.75,77.94,2.28
Fairbanks,90,US,1603347183,85,64.84,-147.72,24.8,6.93
Jumla,0,NP,1603347305,27,29.27,82.18,66.6,6.44
Pallasovka,74,RU,1603347357,76,50.05,46.88,38.86,7.83
Nouadhibou,0,MR,1603347357,88,20.93,-17.03,69.8,10.29
Preobrazheniye,12,RU,1603347357,74,42.9,133.91,59.43,7.0
Karratha,29,AU,1603347358,31,-20.74,116.85,87.55,20.8
Laguna,1,US,1603347102,63,38.42,-121.42,66.0,1.43
Rajshahi,95,BD,1603347086,63,24.37,88.6,87.4,11.45
Khovd,0,MN,1603347358,51,48.01,91.64,44.47,3.24
Codrington,88,AU,1603347358,78,-38.27,141.97,56.41,13.49
Okhotsk,100,RU,1603347359,93,59.38,143.3,36.54,32.32
Estelle,21,US,1603347359,99,29.85,-90.11,75.0,6.15
Baykit,100,RU,1603347360,88,61.67,96.37,37.87,5.68
Impfondo,100,CG,1603347360,84,1.64,18.07,73.11,1.5
Mugur-Aksy,19,RU,1603347360,70,50.35,90.5,37.22,6.82
Babu,0,CN,1603347361,39,24.42,111.52,77.47,11.83
Ostrovnoy,57,RU,1603347361,97,68.05,39.51,27.37,4.92
Sayyan,62,YE,1603347362,31,15.17,44.32,61.43,5.37
Sundsvall,90,SE,1603347362,93,62.39,17.31,37.4,6.93
Havøysund,6,NO,1603347362,79,71.0,24.66,26.6,10.29
Faya,89,SA,1603347362,19,18.39,42.45,64.4,4.7
Beringovskiy,29,RU,1603347363,87,63.05,179.32,38.35,6.53
Kavaratti,40,IN,1603347363,70,10.57,72.64,86.0,6.93
Camocim,35,BR,1603347132,85,-2.9,-40.84,77.56,11.1
San Cristobal,84,VE,1603347244,89,7.77,-72.22,65.34,2.71
Norman,1,US,1603347318,83,35.22,-97.44,70.0,14.99
Saint-François,98,FR,1603347364,77,46.42,3.91,59.0,6.93
Homer,1,US,1603347364,59,59.64,-151.55,39.0,6.93
Kuytun,56,RU,1603347364,59,54.34,101.5,43.81,11.83
Deming,1,US,1603347365,32,32.27,-107.76,55.4,5.82
Balkanabat,0,TM,1603347365,34,39.51,54.37,63.68,6.71
Port Blair,73,IN,1603347366,76,11.67,92.75,84.51,12.57
Alcázar de San Juan,34,ES,1603347366,93,39.39,-3.21,53.01,4.7
Mandalgovi,0,MN,1603347366,54,45.76,106.27,42.62,13.47
Bagdarin,4,RU,1603347130,78,54.43,113.6,32.5,2.55
Gilbués,15,BR,1603347367,37,-9.83,-45.34,73.78,2.95
Okha,99,RU,1603347367,81,53.57,142.95,49.66,14.83
Manzanillo,100,CU,1603347368,85,20.34,-77.12,75.13,3.13
Tokur,100,RU,1603347128,97,53.13,132.9,32.04,4.97
San Isidro,66,PE,1603347368,87,-12.12,-77.05,61.0,9.17
Schneeberg,72,DE,1603347368,85,50.6,12.63,55.0,8.01
Ustynivka,90,UA,1603347186,81,47.96,32.54,50.0,6.71
Pacific Grove,1,US,1603347079,87,36.62,-121.92,59.0,3.36
Kapit,74,MY,1603347369,44,2.02,112.93,94.91,3.02
Maebaru-chūō,75,JP,1603347369,94,33.55,130.2,68.0,6.93
Vega de Alatorre,27,MX,1603347370,83,20.03,-96.63,76.15,6.04
Concordia,2,AR,1603347370,78,-31.39,-58.02,64.99,5.99
Benghazi,16,LY,1603347370,60,32.12,20.07,69.33,6.02
Mollendo,76,PE,1603347371,78,-17.02,-72.01,62.13,6.89
Dawlatabad,0,AF,1603347371,35,36.41,64.91,63.93,9.75
Half Moon Bay,1,US,1603347371,68,37.46,-122.43,64.4,1.68
Inírida,76,CO,1603347371,96,3.87,-67.92,74.3,2.71
Kumul,0,CN,1603347176,20,42.8,93.45,69.19,2.82
Tongchuanshi,0,CN,1603347372,26,35.08,109.09,64.92,6.26
Hamilton,1,US,1603347372,93,39.18,-84.53,62.6,4.7
Liverpool,90,GB,1603347262,76,53.41,-2.98,51.8,11.41
Lagoa,81,PT,1603347373,70,39.05,-27.98,62.56,13.91
Christchurch,58,NZ,1603347340,76,-43.53,172.63,55.0,16.11
Pimentel,4,PE,1603347373,89,-6.84,-79.93,61.56,12.17
Bereda,2,ES,1603347374,96,43.27,-7.54,50.0,3.0
Simões,54,BR,1603347374,61,-7.6,-40.82,74.89,12.82
Olafsvik,100,IS,1603347374,83,64.89,-23.71,39.56,22.08
Storforshei,75,NO,1603347375,59,66.4,14.52,33.8,8.05
Cayenne,20,GF,1603347375,100,4.93,-52.33,75.2,8.08
Mahébourg,75,MU,1603347375,57,-20.41,57.7,80.6,14.99
Nanortalik,30,GL,1603347375,81,60.14,-45.24,33.98,36.22
Bandarbeyla,90,SO,1603347375,47,9.49,50.81,84.38,1.95
Katherine,99,AU,1603347376,25,-14.47,132.27,100.4,12.75
Ancud,15,CL,1603347376,93,-41.87,-73.82,39.0,4.7
Labuan,20,MY,1603347376,70,5.28,115.24,87.8,6.93
Teguise,20,ES,1603347376,77,29.06,-13.56,68.0,4.7
Erbil,0,IQ,1603347286,29,36.19,44.01,66.2,3.36
Bloomington,90,US,1603347336,99,44.84,-93.3,32.0,3.36
Kendari,19,ID,1603347291,50,-3.94,122.5,89.06,9.48
Port Augusta,40,AU,1603347377,64,-32.5,137.77,78.01,11.41
Navrongo,0,GH,1603347378,59,10.9,-1.09,76.1,3.36
Kjøllefjord,4,NO,1603347378,92,70.95,27.35,21.2,3.36
Aloleng,99,PH,1603347378,80,16.13,119.78,83.68,26.19
Tawang Town,0,IN,1603347378,28,27.58,91.87,66.36,8.12
Lata,32,PT,1603347378,92,40.16,-8.33,55.99,1.01
Talcahuano,0,CL,1603347379,87,-36.72,-73.12,48.2,8.05
Presidencia Roque Sáenz Peña,53,AR,1603347379,64,-26.79,-60.44,77.41,3.91
Udachny,90,RU,1603347379,91,66.42,112.4,3.2,2.24
Kissidougou,84,GN,1603347379,91,9.18,-10.1,66.47,1.23
Princeton,75,US,1603347301,83,25.54,-80.41,79.0,10.29
Khandyga,100,RU,1603347380,95,62.67,135.6,21.65,4.94
Seddon,89,AU,1603347380,59,-37.81,144.89,66.99,13.87
Mana,19,GF,1603347380,86,5.66,-53.78,79.05,7.16
Bambanglipuro,83,ID,1603347381,66,-7.95,110.28,85.57,11.88
Motril,100,ES,1603347381,85,36.75,-3.52,62.01,1.01
Correntina,94,BR,1603347381,72,-13.34,-44.64,74.14,2.46
Olavarría,99,AR,1603347381,92,-36.89,-60.32,51.01,7.0
Tuatapere,100,NZ,1603347382,57,-46.13,167.68,60.01,1.01
Maceió,75,BR,1603347382,94,-9.67,-35.74,71.6,3.36
La Seyne-sur-Mer,100,FR,1603347382,81,43.1,5.88,66.0,13.0
Cherskiy,0,RU,1603347382,94,68.75,161.3,21.6,11.63
Bilma,3,NE,1603347382,19,18.69,12.92,75.88,11.79
Novy Urengoy,90,RU,1603347383,96,66.08,76.63,16.2,9.98
Ixtapa,93,MX,1603347383,97,20.7,-105.2,81.0,0.72
Pitimbu,75,BR,1603347383,100,-7.47,-34.81,75.2,8.05
Ulaangom,88,MN,1603347383,68,49.98,92.07,38.91,4.38
Valdivia,1,CL,1603347384,100,-39.81,-73.25,35.6,1.12
Savannah Bight,7,HN,1603347384,73,16.45,-85.85,82.63,7.56
Constitución,0,CL,1603347384,73,-35.33,-72.42,50.02,8.41
Mikhaylovka,100,RU,1603347384,88,50.06,43.24,39.99,4.0
Kadaura,0,IN,1603347385,22,25.98,79.85,90.3,5.01
Lerwick,75,GB,1603347385,65,60.15,-1.15,46.4,21.92
Sapouy,5,BF,1603347385,48,11.55,-1.77,77.14,5.1
Cam Ranh,20,VN,1603347385,62,11.92,109.16,87.8,18.34
Nariño,40,CO,1603347386,93,5.61,-75.18,60.8,4.7
Agde,100,FR,1603347386,93,43.31,3.48,62.6,14.99
Vezirköprü,20,TR,1603347386,93,41.14,35.45,48.2,0.92
Brekstad,75,NO,1603347387,92,63.69,9.67,36.0,4.7
Pāsighāt,11,IN,1603347387,51,28.07,95.33,86.32,3.83
Jaisalmer,0,IN,1603347387,10,26.91,70.92,91.71,5.59
Guerrero Negro,2,MX,1603347387,89,27.98,-114.06,66.97,9.01
Kulu,9,TR,1603347388,60,39.1,33.08,57.52,7.72
Saqqez,0,IR,1603347388,45,36.25,46.27,59.31,2.33
Halkirk,53,CA,1603347388,95,52.28,-112.15,9.05,7.85
Abu Dhabi,0,AE,1603347380,58,24.47,54.37,84.2,1.12
Sobolevo,99,RU,1603347389,92,54.43,31.9,42.13,10.38
Karlstad,100,SE,1603347389,100,59.38,13.5,50.0,8.05
Yar-Sale,96,RU,1603347389,96,66.83,70.83,19.22,13.44
Irbeyskoye,76,RU,1603347389,49,55.64,95.45,52.81,4.54
Hīt,0,IQ,1603347390,18,33.64,42.83,83.93,9.53
Yeppoon,20,AU,1603347390,48,-23.13,150.73,84.2,10.29
Turaif,0,SA,1603347390,39,31.67,38.66,62.6,5.82
Jalu,0,LY,1603347391,66,29.03,21.55,62.51,6.22
Mahenge,64,TZ,1603347391,66,-8.68,36.72,74.59,3.6
Buraidah,0,SA,1603347391,40,26.33,43.98,68.0,5.82
Avera,40,US,1603347392,82,33.19,-82.53,68.0,6.93
Arrondissement du Havre,31,FR,1603347392,87,49.58,0.33,55.4,6.93
Aykhal,90,RU,1603347392,91,66.0,111.5,3.2,2.24
Makaleng,75,BW,1603347392,72,-20.9,27.28,66.2,13.87
Omsukchan,0,RU,1603347393,91,62.53,155.8,15.71,7.65
Mizdah,0,LY,1603347393,85,31.45,12.98,55.04,5.64
Paracatu,99,BR,1603347393,91,-17.22,-46.87,69.4,2.19
Kisangani,100,CD,1603347393,93,0.52,25.2,73.72,2.53
Nicolás Bravo,38,MX,1603347394,99,18.45,-88.92,72.5,3.04
Myrtle Beach,1,US,1603347303,94,33.69,-78.89,72.0,3.36
Gravdal,75,NO,1603347394,69,68.12,13.5,33.8,8.05
Loa Janan,58,ID,1603347394,50,-0.58,117.09,92.28,5.41
Hluti,41,SZ,1603347395,64,-27.22,31.62,68.52,2.75
Tual,9,ID,1603347395,74,-5.67,132.75,82.45,3.6
Lancaster,90,US,1603347395,93,40.25,-76.25,64.0,3.36
Grand Gaube,35,MU,1603347395,66,-20.01,57.66,79.0,7.0
Askiz,83,RU,1603347396,41,53.13,90.53,53.55,5.7
Lima,71,PE,1603347251,87,-12.04,-77.03,61.0,9.17
Bibiani,27,GH,1603347396,100,6.46,-2.32,69.58,1.14
Novoagansk,100,RU,1603347396,96,61.94,76.66,28.69,7.76
La Asuncion,0,VE,1603347396,88,11.03,-63.86,82.4,12.75
Warmbad,15,NA,1603347397,15,-28.45,18.73,77.97,11.97
Mossendjo,100,CG,1603347397,99,-2.95,12.73,69.94,2.64
Muroto-misakicho,75,JP,1603347397,78,33.28,134.15,71.6,8.05
Sukumo,100,JP,1603347398,90,32.93,132.73,68.97,10.11
Katsuura,74,JP,1603347398,55,35.13,140.3,70.0,1.99
Khilok,27,RU,1603347398,64,51.37,110.47,40.8,7.29
Mulegé,0,MX,1603347398,53,26.88,-111.98,78.03,3.22
Kpandu,0,GH,1603347371,91,7.0,0.29,74.07,3.42
Yellandu,100,IN,1603347399,65,17.6,80.33,84.56,6.2
Predivinsk,99,RU,1603347399,48,57.07,93.44,52.63,11.74
Palauig,94,PH,1603347400,82,15.44,119.9,82.33,18.97
Ponta Delgada,20,PT,1603347400,72,37.73,-25.67,60.8,5.82
Ashington,2,GB,1603347400,3,50.93,-0.39,57.99,1.99
Charlottesville,1,US,1603347299,88,38.03,-78.48,64.4,1.19
Naze,75,JP,1603347401,94,28.37,129.48,77.0,12.75
Kayerkan,40,RU,1603347401,85,69.35,87.76,12.2,6.71
Lethem,42,GY,1603347341,60,3.38,-59.8,79.9,8.34
Yatsuomachi-higashikumisaka,90,JP,1603347401,49,36.57,137.13,73.99,5.82
Alihe,0,CN,1603347402,71,50.57,123.72,35.83,11.99
Madang,38,PG,1603347402,70,-5.22,145.8,85.08,4.63
Rute,60,ES,1603347402,75,37.33,-4.37,61.0,5.39
Batagay-Alyta,60,RU,1603347402,89,67.8,130.41,10.78,2.37
Leh,7,IN,1603347351,45,34.17,77.58,43.47,4.7
Pryyutivka,98,UA,1603347403,65,48.72,33.07,52.02,4.74
Longford,12,IE,1603347403,87,53.73,-7.8,40.15,5.97
Svetlaya,90,RU,1603347404,72,46.54,138.33,56.62,14.81
Dunedin,100,NZ,1603347242,78,-45.87,170.5,54.0,5.01
Xiongyue,0,CN,1603347404,46,40.18,122.12,49.12,18.05
Mitsamiouli,34,KM,1603347404,70,-11.38,43.28,82.24,10.13
Launceston,40,AU,1603347404,67,-41.45,147.17,62.01,12.75
Zambrów,77,PL,1603347405,80,52.99,22.24,51.01,11.95
Safford,1,US,1603347405,19,32.83,-109.71,60.8,4.7
Trelew,13,AR,1603347405,40,-43.25,-65.31,54.41,22.64
Valença do Piauí,1,BR,1603347405,52,-6.41,-41.75,76.57,6.76
Barcelona,20,ES,1603347399,88,41.39,2.16,68.0,5.82
Adolfo López Mateos,0,MX,1603347406,58,28.47,-107.3,50.81,3.98
Boshnyakovo,99,RU,1603347406,70,49.63,142.17,52.75,14.41
Prince Rupert,1,CA,1603347304,93,54.32,-130.32,37.4,8.05
Tabou,60,CI,1603347407,88,4.42,-7.35,76.6,4.99
Kourou,20,GF,1603347407,100,5.16,-52.65,75.2,7.56
Vila Velha,90,BR,1603347222,94,-20.33,-40.29,73.4,2.24
Valença,42,BR,1603347408,93,-13.37,-39.07,72.01,2.73
Murgab,0,TM,1603347273,47,37.5,61.97,55.4,4.7
Rockland,26,US,1603347408,96,41.17,-74.05,64.0,2.33
Bariloche,1,AR,1603347408,70,-41.15,-71.31,48.2,6.93
Zhuhai,43,CN,1603347408,61,22.28,113.57,80.6,20.8
Manaure,49,CO,1603347408,81,11.78,-72.44,81.46,3.78
